Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Kerepesi C., Zhang B., Lee S.-G., Trapp A., Gladyshev V.N.","55897266900;57204941052;55839614400;57219786932;7004407393;","Epigenetic clocks reveal a rejuvenation event during embryogenesis followed by aging",2021,"Science Advances","7","26","eabg6082","","",,1,"10.1126/sciadv.abg6082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108837665&doi=10.1126%2fsciadv.abg6082&partnerID=40&md5=1ac5d477bbfcfaca000d68f6ed0ff4bc","The notion that the germ line does not age goes back to the 19th-century ideas of August Weismann. However, being metabolically active, the germ line accumulates damage and other changes over time, i.e., it ages. For new life to begin in the same young state, the germ line must be rejuvenated in the offspring. Here, we developed a multi-Tissue epigenetic clock and applied it, together with other aging clocks, to track changes in biological age during mouse and human prenatal development. This analysis revealed a significant decrease in biological age, i.e., rejuvenation, during early stages of embryogenesis, followed by an increase in later stages. We further found that pluripotent stem cells do not age even after extensive passaging and that the examined epigenetic age dynamics is conserved across species. Overall, this study uncovers a natural rejuvenation event during embryogenesis and suggests that the minimal biological age (ground zero) marks the beginning of organismal aging. © 2021 American Association for the Advancement of Science. All rights reserved.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108837665
"Garcez M.L., Mina F., Bellettini-Santos T., Ribeiro F.M., Frassetto A.Z.G., Batista-Silva H., da Luz A.P., Schiavo G.L., Medeiros E.B., Zabot G.C., Canever L., Zugno A.I., Budni J.","55949881900;36704106200;57053285400;57224141452;57224591889;57193418534;57203149132;57193424453;57202864958;57223126467;35866921100;6602357476;16063029800;","Folic acid supplementation in the gestational phase of female rats improves age-related memory impairment and neuroinflammation in their adult and aged offspring",2021,"Journals of Gerontology - Series A Biological Sciences and Medical Sciences","76","6",,"991","995",,1,"10.1093/gerona/glaa298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107088395&doi=10.1093%2fgerona%2fglaa298&partnerID=40&md5=12a730bd97d042ecf309017e73f62423","Folic acid (FA) supplementation is important during pregnancy to avoid malformations in the offspring. However, it is unknown if it can affect the offspring throughout their lives. To evaluate the offspring, female mother rats (dams) were separated into 5 groups: Four groups received the AIN-93 diet, divided into control and FA (5, 10, and 50 mg/kg), and an additional group received a FA-deficient diet, and the diet was performed during pregnancy and lactation. We evaluated the female offspring of these dams (at 2 and 18 months old). The aged offspring fed with FA-deficient diet presented habituation, spatial and aversive memory impairment and the FA maternal supplementation prevented this. The natural aging caused an increase in the TNF-α and IL-1β levels in the hippocampus from 18-month-old offspring. FA maternal supplementation was able to prevent the increase of these cytokines. IL-4 levels decreased in the prefrontal cortex from aged control rats and FA prevented it. FA deficiency decreased the levels of IL-4 in the hippocampus of the young offspring. In addition, natural aging and FA deficiency decreased brain-derived neurotrophic factor levels in the hippocampus and nerve growth factor levels in the prefrontal cortex and FA supplementation prevented it. Thus, the present study shows for the first time the effect of FA maternal supplementation on memory, cytokines, and neurotrophins in the aged offspring. © The Author(s) 2020. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",Article,"Final","",Scopus,2-s2.0-85107088395
"Lonsdorf E.V., Stanton M.A., Wellens K.R., Murray C.M.","35577611500;41262606100;56462798800;14830371400;","Wild chimpanzee offspring exhibit adult-like foraging patterns around the age of weaning",2021,"American Journal of Physical Anthropology","175","1",,"268","281",,,"10.1002/ajpa.24267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102466655&doi=10.1002%2fajpa.24267&partnerID=40&md5=7ee068e12cf2f452797f97f24b124918","Objectives: The prolonged juvenile period exhibited by primates is an evolutionary conundrum. Here we examine wild chimpanzee feeding development in the context of two hypotheses regarding prolonged development in primates: the needing-to-learn hypothesis and the expensive brain hypothesis. Material and Methods: We studied wild chimpanzee (Pan troglodytes schweinfurthii) offspring at Gombe National Park, Tanzania. We analyzed 41 years of observational behavioral data collected between 1975 and 2016 from 81 offspring. We characterized feeding development in the first 10 years of life via four different measures: (1) proportion of observation time spent feeding; (2) diet composition; (3) diet breadth; and (4) diet maturity as measured by similarity to maternal diet. We used mixed effects models to examine changes with age and by sex, while controlling for season. Results: Feeding time, diet breadth, and diet maturity exhibited the most substantial increases with age in the first 6 years, with no significant change thereafter. Males and females showed different patterns of change in diet breadth by age, but did not differ by age 10. Diet composition did not change significantly with age and did not differ by sex. Discussion: We found that chimpanzee offspring attained adult-like feeding behaviors between 4 and 6 years of age, concomitant with the completion of weaning. Thus, our data do not support the needing-to-learn feeding skills hypothesis of a prolonged juvenile period, but additional data are needed to evaluate how and when adolescent chimpanzees are able to make foraging decisions independent of their mothers. Existing data on growth provides support for the expensive brain hypothesis, however, these hypotheses are not necessarily mutually exclusive. As more studies across taxa accumulate sufficient datasets on a range of developmental metrics, we will be able to achieve a more robust understanding of prolonged development in primates. © 2021 Wiley Periodicals LLC.",Article,"Final","",Scopus,2-s2.0-85102466655
"Gebremedhin S., Bruneel S., Getahun A., Bekaert K., Anteneh W., Torreele E., Goethals P.","55850492400;57197768864;6602834387;26657872200;55217700600;55385724100;8453517900;","Age-based life history traits of two endemic Labeobarbus species, L. tsanensis and L. platydorsus, from Lake Tana, Ethiopia",2021,"Marine and Freshwater Research","72","6",,"860","875",,,"10.1071/MF20042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098187715&doi=10.1071%2fMF20042&partnerID=40&md5=dd222d657db29caddb57867f8487bd51","The migratory and endemic Labeobarbus platydorsus and Labeobarbus tsanensis are threatened by extinction. This study is the first to use otolith microstructural analyses to infer life history traits of these species to assist in future conservation. We examined whole asterisci otoliths from 750 L. tsanensis and 542 L. platydorsus collected monthly between May 2016 and April 2017. The size of the L. tsanensis and L. platydorsus individuals collected was in the range 123-363- and 115-630-mm fork length respectively. For both species, 4- and 5-year-old individuals were dominant, whereas specimens older than 6 years were rarely recorded. The maximum ages recorded for L. tsanensis and L. platydorsus were 11 and 17 years respectively. Of the different growth models evaluated, the logistic growth model yielded the best fit to age-at-length data. For both species, growth parameters differed significantly between males and females, and sexual maturation proceeded faster in males than in females. Natural mortality estimates based on longevity were higher than the estimates based on growth parameters. For both species, females were predominant over males and the length-weight relationships were curvilinear. The estimated life history traits are important input parameters in further stock assessment evaluation of the species and should allow fisheries managers to optimise future conservation strategies. © 2021 CSIRO.",Article,"Final","",Scopus,2-s2.0-85098187715
"Colt S., Jarilla B., Baltazar P., Tallo V., Acosta L.P., Wu H.W., Barry C.V., Kurtis J.D., Olveda R.M., Friedman J.F., Jiz M.A.","56091545900;12042270200;57015155900;12800194400;7005722147;57211537449;57223362168;6701673953;6701313494;7401865891;12041844000;","Effect of maternal praziquantel treatment for schistosoma japonicum infection on the offspring susceptibility and immunologic response to infection at age six, a cohort study",2021,"PLoS Neglected Tropical Diseases","15","4","e0009328","","",,,"10.1371/journal.pntd.0009328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105737539&doi=10.1371%2fjournal.pntd.0009328&partnerID=40&md5=f1b313b3e76e63471f97ed108b1b2665","In areas endemic to schistosomiasis, fetal exposure to schistosome antigens prime the offspring before potential natural infection. Praziquantel (PZQ) treatment for Schistosoma japonicum infection in pregnant women has been demonstrated to be safe and effective. Our objectives were to evaluate whether maternal PZQ treatment modifies the process of in utero sensitization to schistosome antigens potentially impacting later risk of infection, as well as immune response to S. japonicum. We enrolled 295 children at age six, born to mothers with S. japonicum infection who participated in a randomized control trial of PZQ versus placebo given at 12–16 weeks gestation in Leyte, The Philippines. At enrollment, we assessed and treated current S. japonicum infection and measured serum cytokines. During a follow-up visit four weeks later, we assessed peripheral blood mononuclear cell (PBMC) cytokine production in response to soluble worm antigen preparation (SWAP) or soluble egg antigen (SEA). Associations between maternal treatment group and the child’s S. japonicum infection status and immunologic responses were determined using multivariate linear regression analysis. PZQ treatment during pregnancy did not impact the prevalence (P = 0.12) or intensity (P = 0.59) of natural S. japonicum infection among children at age six. Among children with infection at enrollment (12.5%) there were no significant serum cytokine concentration differences between maternal treatment groups. Among children with infection at enrollment, IL-1 production by PBMCs stimulated with SEA was higher (P = 0.03) in the maternal PZQ group compared to placebo. Among children without infection, PBMCs stimulated with SEA produced greater IL-12 (P = 0.03) and with SWAP produced less IL-4 (P = 0.01) in the maternal PZQ group compared to placebo. Several cytokines produced by PBMCs in response to SWAP and SEA were significantly higher in children with S. japonicum infection irrespective of maternal treatment: IL-4, IL-5, IL-10, and IL-13. We report that maternal PZQ treatment for S. japonicum shifted the PBMC immune response to a more inflammatory signature but had no impact on their offspring’s likelihood of infection or serum cytokines at age six, further supporting the safe use of PZQ in pregnant women. Trial Registration: ClinicalTrials.gov NCT00486863. © 2021 Colt et al.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105737539
"Zhang J., Xue X., Qiao Y., Li D., Wei Q., Zhang F., Qin X.","36112301500;57195148247;57212148575;55213024000;36728588200;55495345100;12345143600;","Astragaloside IV Extends Lifespan of Caenorhabditis elegans by Improving Age-Related Functional Declines and Triggering Antioxidant Responses",2021,"Rejuvenation Research","24","2",,"120","130",,2,"10.1089/rej.2020.2312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104516803&doi=10.1089%2frej.2020.2312&partnerID=40&md5=df2b76841a185ff1362afb866edb9766","Astragaloside IV (AS-IV) is a representative component of astragaloside saponins in dried roots of Astragali Radix. Astragaloside possesses a broad spectrum of pharmacological activities, including antibacterial, anti-fibrosis, antioxidant, anti-inflammatory, and neuroprotective effects. However, the role of AS-IV in antiaging remains unclear. In this article, we studied the function of AS-IV in antiaging by using the Caenorhabditis elegans (C. elegans) model. We showed that AS-IV can prolong the lifespan of C. elegans in a natural aging model, a paraquat injury model, and a heat stress model and improve the movement capacity of nematodes. 1H-NMR data indicate an improvement of glutamate content and a decrease in glucose in the AS-IV treatment group compared with the control. Further investigation revealed that AS-IV can induce the mRNA expression of superoxide dismutase (SOD) and catalase (CAT) genes and increase the activities of SOD and CAT in the nematode. Interestingly, AS-IV could not extend the lifespan of sod-1, sod-2, sod-3, sod-4, sod-5, ctl-1, ctl-2, ctl-3, and daf-16 mutants. These data indicate that AS-IV prevents aging via mainly improving age-related functional declines, the antioxidant capacity of nematodes and partially modulating the insulin/insulin growth factor 1 signaling pathway activity. Our results provide new insights into how AS-IV prevents and treats aging. © Copyright 2021, Mary Ann Liebert, Inc., publishers 2021.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85104516803
"Esteban-Cantos A., Rodríguez-Centeno J., Barruz P., Alejos B., Saiz-Medrano G., Nevado J., Martin A., Gayá F., De Miguel R., Bernardino J.I., Montejano R., Mena-Garay B., Cadiñanos J., Florence E., Mulcahy F., Banhegyi D., Antinori A., Pozniak A., Wallet C., Raffi F., Rodés B., Arribas J.R., NEAT001/ANRS143 Study Group","57193064312;57133160000;57200702793;55135901900;57222607906;36780200300;57220973909;57215025338;56478636500;12752835500;57190805729;57222604405;56254604100;6701464872;7005651577;57203677831;57203678052;57216109864;6506583322;57210126396;6603542376;24821482800;","Epigenetic age acceleration changes 2 years after antiretroviral therapy initiation in adults with HIV: a substudy of the NEAT001/ANRS143 randomised trial",2021,"The Lancet HIV","8","4",,"e197","e205",,4,"10.1016/S2352-3018(21)00006-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103328198&doi=10.1016%2fS2352-3018%2821%2900006-0&partnerID=40&md5=dc59630767490bbbfc6a9ed53b1097a5","Background: DNA methylation-based estimators of biological age are reliable biomarkers of the ageing process. We aimed to investigate a range of epigenetic ageing biomarkers in a substudy of the NEAT001/ANRS143 clinical trial, which compared ritonavir-boosted darunavir with either raltegravir or tenofovir disoproxil fumarate and emtricitabine in antiretroviral therapy (ART)-naive adults. Methods: We analysed frozen whole blood samples from 168 ART-naive participants with HIV from the NEAT001/ANRS143 trial, before ART initiation and after 2 years of ART (84 participants on ritonavir-boosted darunavir with raltegravir and 84 participants on ritonavir-boosted darunavir with tenofovir disoproxil fumarate and emtricitabine). We also included 44 participants without HIV with a similar age and sex distribution. We analysed DNA methylation. Epigenetic age estimators (Horvath's clock, Hannum's clock, GrimAge, and PhenoAge) and estimated leucocyte compositions were generated using Horvath's New Online Methylation Age Calculator and Houseman's method. We calculated epigenetic age acceleration measures for each estimator of epigenetic age. The NEAT001/ANRS143 trial is registered with ClinicalTrials.gov, NCT01066962. Findings: Compared with the HIV-uninfected group, ART-naive participants with HIV showed higher epigenetic age acceleration (EAA) according to all EAA estimators (mean 2·5 years, 95% CI 1·89–3·22 for Horvath-EAA; 1·4 years, 0·74–1·99 for Hannum-EAA; 2·8 years, 1·97–3·68 for GrimAge-EAA; and 7·3 years, 6·40–8·13 for PhenoAge-EAA), with all differences being statistically significant except for Hannum-EAA (Horvath-EAA p=0·0008; Hannum-EAA p=0·059; GrimAge-EAA p=0·0021; and PhenoAge-EAA p<0·0001). Epigenetic ageing was more pronounced in participants who had CD4 counts less than 200 cells per μL (significant for PhenoAge and Hannum's clock, p=0·0015 and p=0·034, respectively) or viral loads over 100 000 copies per mL at baseline (significant for PhenoAge, p=0·017). After 2 years of ART, epigenetic age acceleration was reduced, although PhenoAge and GrimAge remained significantly higher in participants with HIV compared with participants without HIV (mean difference 3·69 years, 95% CI 1·77–5·61; p=0·0002 and 2·2 years, 0·47–3·99; p=0·013, respectively). There were no significant differences in the ART effect on epigenetic ageing between treatment regimens. At baseline, participants with HIV showed dysregulation of DNA methylation-based estimated leucocyte subsets towards more differentiated T-cell phenotypes and proinflammatory leucocytes, which was also partly restored with ART. Interpretation: ART initiation partly reversed epigenetic ageing associated with untreated HIV infection. Further studies are needed to understand the long-term dynamics and clinical relevance of epigenetic ageing biomarkers in people with HIV. Funding: NEAT-ID Foundation. © 2021 Elsevier Ltd",Article,"Final","",Scopus,2-s2.0-85103328198
"Wirth A., Wolf B., Huang C.-K., Glage S., Hofer S.J., Bankstahl M., Bär C., Thum T., Kahl K.G., Sigrist S.J., Madeo F., Bankstahl J.P., Ponimaskin E.","55035163100;57204043549;57215686722;8607189700;57204184509;26654703400;56526630600;57195743477;55556128200;55466357000;26643417600;23987639200;6603728673;","Novel aspects of age-protection by spermidine supplementation are associated with preserved telomere length",2021,"GeroScience","43","2",,"673","690",,3,"10.1007/s11357-020-00310-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100038465&doi=10.1007%2fs11357-020-00310-0&partnerID=40&md5=b10761cd22200a5609d33b700f6ba773","Ageing provokes a plethora of molecular, cellular and physiological deteriorations, including heart failure, neurodegeneration, metabolic maladaptation, telomere attrition and hair loss. Interestingly, on the molecular level, the capacity to induce autophagy, a cellular recycling and cleaning process, declines with age across a large spectrum of model organisms and is thought to be responsible for a subset of age-induced changes. Here, we show that a 6-month administration of the natural autophagy inducer spermidine in the drinking water to aged mice is sufficient to significantly attenuate distinct age-associated phenotypes. These include modulation of brain glucose metabolism, suppression of distinct cardiac inflammation parameters, decreased number of pathological sights in kidney and liver and decrease of age-induced hair loss. Interestingly, spermidine-mediated age protection was associated with decreased telomere attrition, arguing in favour of a novel cellular mechanism behind the anti-ageing effects of spermidine administration. © 2021, The Author(s).",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85100038465
"Cholewa M., Jankowiak Ł., Szenejko M., Dybus A., Śmietana P., Wysocki D.","26323508500;55249836700;23390783400;6602822967;8555414900;55914280600;","The effects of parental age difference on the offspring sex and fitness of European blackbirds",2021,"PeerJ","9",,"e10858","","",,,"10.7717/peerj.10858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103080968&doi=10.7717%2fpeerj.10858&partnerID=40&md5=818754035ee7bf6fb4a10d0c0ecdab50","Background. Many studies of birds have indicated that offspring sex ratios can vary with environmental and parental traits. On the basis of long-term research, we first evaluated the possible influence of parental age difference and brood characteristics on offspring sex and fitness in multi-brooded Blackbirds Turdus merula. Methodology. The study was conducted in the city-centre Stefan Żeromski Park in Szczecin, NW Poland, where the local population of Blackbirds has been studied since 1996. Data on the offspring sex and fitness were collected in five years, 2005–2007 and 2016–2017. During the breeding season we inspected the study area to locate the pairs’ territories and to track their nests and clutches. Results. We found that the overall sex ratio did not differ statistically from 50:50, but that younger females bonded with older mates did tend to produce more sons, probably because of the greater fitness of male descendants. Accordingly, the sons’ breeding success increased with the father’s age, but this relationship was close to nonlinear, which may indicate that the transgenerational effect of paternal senescence could negatively affect progeny fitness despite the high-quality of older fathers. Older females mated with younger males produced more daughters, which could have been due to the lesser attractiveness of the males and the mothers’ poorer condition caused by accelerated senescence. We found that neither offspring hatching sequence nor hatching date or clutch sequence were significant for sex determination. Conclusions. We consider that in our Blackbird population, parental age could make a more significant contribution to shaping offspring sex and reproductive success. Copyright 2021 Cholewa et al.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103080968
"Rubáčová L., Cech P., Melišková M., Cech M., Procházka P.","57210164410;36790399700;57193492993;56229227300;26968016900;","The Effect of Age, Sex and Winter Severity on Return Rates and Apparent Survival in the Common Kingfisher Alcedo atthis",2021,"Ardea","109","1",,"15","25",,1,"10.5253/arde.v109i1.a2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103240179&doi=10.5253%2farde.v109i1.a2&partnerID=40&md5=04889271bc51109e7587c80cbd188287","Survival is a major life history trait known to be age- and/or sex-specific in many bird species. Regardless of age and sex, the survival of resident birds can be reduced by high mortality during harsh winters. In this study, we used mark-recapture data collected during 2014-2018 to assess return rates and apparent survival in relation to age, sex and winter severity in two Common Kingfisher Alcedo atthis populations from Slovakia and the Czech Republic. During five seasons, we ringed a total of 2261 Kingfishers, 353 adults and 1908 nestlings, which yielded 85 recaptures. In total, we recaptured 13.0% of birds ringed as adults (17.5% males, 8.2% females) and 0.8% of those ringed as nestlings (0.7% males, 0.1% females). Surviving adults returned to the previously used nesting hole in 87.0% of cases. Young birds never returned to the hole where they hatched. Breeding dispersal was significantly shorter than natal dispersal. Returned birds started to breed significantly earlier in the year of their return than in the previous year, but breeding success did not vary between these years. Estimated values of apparent survival were quite low, varied annually, and were negatively affected by winter severity. Males did not differ in apparent survival from females, but adults survived better than juveniles. We discuss the difference in apparent survival between the age categories by varying degrees of site fidelity/philopatry and different mortality rates. © 2021 Nederlandse Ornithologische Unie. All rights reserved.",Article,"Final","",Scopus,2-s2.0-85103240179
